,patent_no,url,title,issue_date,date,num_patent,num_inventor,num_pc,num_npc,num_rb,num_class,num_le
3960,6443648,https://www.google.com/patents/US6443648,Ballpoint pen with a ball bearing of shape memory alloy,9/3/02,3-Sep-02,6176,1,4,1,0,8,4
3961,6443143,https://www.google.com/patents/US6443143,Method and apparatus for cutting rare earth alloy,9/3/02,3-Sep-02,6175,3,15,0,44,11,5
3962,6440583,https://www.google.com/patents/US6440583,Aluminum alloy for a welded construction and welded joint using the same,8/27/02,27-Aug-02,6174,3,5,1,15,38,7
3963,6440360,https://www.google.com/patents/US6440360,Pb-free soldering alloy,8/27/02,27-Aug-02,6173,2,11,0,9,6,4
3964,6440359,https://www.google.com/patents/US6440359,Al-Mg-Si alloy with good extrusion properties,8/27/02,27-Aug-02,6172,3,9,5,9,16,5
3965,6440208,https://www.google.com/patents/US6440208,Alloy color effect materials and production thereof,8/27/02,27-Aug-02,6171,3,20,1,29,21,6
3966,6439451,https://www.google.com/patents/US6439451,Method of making aluminum alloy plate for bearing,8/27/02,27-Aug-02,6170,4,6,0,5,26,4
3967,6439295,https://www.google.com/patents/US6439295,Process for manufacturing a strip of aluminum alloy for lithographic printing plates,8/27/02,27-Aug-02,6169,2,13,2,2,23,7
3968,6436546,https://www.google.com/patents/US6436546,Method for coating foil comprised of nickel or nickel alloy,8/20/02,20-Aug-02,6168,5,5,1,7,30,6
3969,6436539,https://www.google.com/patents/US6436539,Corrosion-resistant zinc alloy powder and method of manufacturing,8/20/02,20-Aug-02,6167,2,23,5,5,20,6
3970,6436338,https://www.google.com/patents/US6436338,Iron-based alloy for internal combustion engine valve seat inserts,8/20/02,20-Aug-02,6166,1,19,0,29,31,5
3971,6436223,https://www.google.com/patents/US6436223,Process and apparatus for improved module assembly using shape memory alloy springs,8/20/02,20-Aug-02,6165,4,14,0,17,21,5
3972,6436206,https://www.google.com/patents/US6436206,Copper alloy and process for obtaining same,8/20/02,20-Aug-02,6164,1,37,1,5,13,12
3973,6435263,https://www.google.com/patents/US6435263,Agitated continuous casting process for aluminum alloy,8/20/02,20-Aug-02,6163,5,6,3,0,13,5
3974,6434932,https://www.google.com/patents/US6434932,Control mechanism with actuator employing shape memory alloy and method for adjusting servo control of the control mechanism,8/20/02,20-Aug-02,6162,4,8,1,20,6,4
3975,6434333,https://www.google.com/patents/US6434333,Driving mechanism using shape-memory alloy,8/13/02,13-Aug-02,6161,3,7,0,37,8,4
3976,6433434,https://www.google.com/patents/US6433434,Apparatus having a titanium alloy layer,8/13/02,13-Aug-02,6160,2,33,15,10,20,5
3977,6433402,https://www.google.com/patents/US6433402,Selective copper alloy deposition,8/13/02,13-Aug-02,6159,4,7,0,34,17,4
3978,6432556,https://www.google.com/patents/US6432556,Copper alloy with a golden visual appearance,8/13/02,13-Aug-02,6158,5,40,8,21,20,13
3979,6432308,https://www.google.com/patents/US6432308,Filter element with porous nickel-based alloy substrate and metal oxide membrane,8/13/02,13-Aug-02,6157,1,11,2,7,18,4
3980,6432158,https://www.google.com/patents/US6432158,Method and apparatus for producing compact of rare earth alloy powder and rare earth magnet,8/13/02,13-Aug-02,6156,3,10,0,37,20,5
3981,6432142,https://www.google.com/patents/US6432142,"Mold for uniform pressing of substrate side faces, and artificial bone of titanium alloy having high biological affinity",8/13/02,13-Aug-02,6155,4,4,2,13,53,6
3982,6428932,https://www.google.com/patents/US6428932,Zinc alloy powder and alkaline battery using the same,8/6/02,6-Aug-02,6154,7,6,2,11,23,5
3983,6428909,https://www.google.com/patents/US6428909,Aluminum alloy member and production method thereof,8/6/02,6-Aug-02,6153,4,3,0,9,39,6
3984,6428672,https://www.google.com/patents/US6428672,Apparatus and method for manufacturing Ni_‹ÓFe alloy thin foil,8/6/02,6-Aug-02,6152,7,15,1,4,14,6
3985,6428634,https://www.google.com/patents/US6428634,Ni-Ti-Nb alloy processing method and articles formed from the alloy,8/6/02,6-Aug-02,6151,2,14,5,73,20,10
3986,6428618,https://www.google.com/patents/US6428618,Method for forming a solid solution alloy crystal,8/6/02,6-Aug-02,6150,3,4,4,1,12,6
3987,6428112,https://www.google.com/patents/US6428112,Covering of vehicle tires withlight-alloy rims during prolonged transportation,8/6/02,6-Aug-02,6149,2,16,0,15,14,6
3988,6427712,https://www.google.com/patents/US6427712,Ambient temperature shape memory alloy actuator,8/6/02,6-Aug-02,6148,1,19,0,61,19,8
3989,6426040,https://www.google.com/patents/US6426040,Si(Ge)-Cu-V steel alloy,7/30/02,30-Jul-02,6147,1,2,2,3,19,6
3990,6426038,https://www.google.com/patents/US6426038,Universal alloy steel,7/30/02,30-Jul-02,6146,1,4,0,3,19,6
3991,6425960,https://www.google.com/patents/US6425960,"Soft magnetic alloy strip, magnetic member using the same, and manufacturing method thereof",7/30/02,30-Jul-02,6145,5,15,3,56,12,4
3992,6425343,https://www.google.com/patents/US6425343,Shape memory alloy thermal exposure monitor,7/30/02,30-Jul-02,6144,2,13,0,37,7,11
3993,6424046,https://www.google.com/patents/US6424046,Substrate for manufacturing a semiconductor device with three element alloy,7/23/02,23-Jul-02,6143,3,2,0,2,37,6
3994,6423451,https://www.google.com/patents/US6423451,Lead-acid cell and positive plate and alloy therefor,7/23/02,23-Jul-02,6142,1,23,10,9,10,20
3995,6423431,https://www.google.com/patents/US6423431,Magnetic recording media having improved magnetic and parametric performance with chromium alloy underlayer having added aluminum,7/23/02,23-Jul-02,6141,2,6,1,5,7,10
3996,6423163,https://www.google.com/patents/US6423163,Process for the manufacture of a free-cutting aluminum alloy,7/23/02,23-Jul-02,6140,4,4,0,7,12,5
3997,6420068,https://www.google.com/patents/US6420068,Hydrogen storage alloy electrode and method for manufacture thereof,7/16/02,16-Jul-02,6139,7,4,0,0,23,5
3998,6420067,https://www.google.com/patents/US6420067,"MG-based negative electrode active material, method of manufacturing the same, hydrogen-storage alloy electrode, and alkali secondary battery",7/16/02,16-Jul-02,6138,1,5,3,21,28,7
3999,6420042,https://www.google.com/patents/US6420042,Fe-based amorphous alloy thin strip with ultrathin oxide layer,7/16/02,16-Jul-02,6137,3,6,0,12,18,4
4000,6419878,https://www.google.com/patents/US6419878,"Fe-Cr alloy having excellent initial rust resistance, workability and weldability",7/16/02,16-Jul-02,6136,4,6,0,1,24,5
4001,6419770,https://www.google.com/patents/US6419770,Cold-warm working and heat treatment method of high carbon-high alloy group steel,7/16/02,16-Jul-02,6135,4,6,0,5,12,6
4002,6419769,https://www.google.com/patents/US6419769,Aluminum-silicon alloy having improved properties at elevated temperatures and process for producing cast articles therefrom,7/16/02,16-Jul-02,6134,2,4,9,21,14,5
4003,6419723,https://www.google.com/patents/US6419723,Thin ribbon of rare earth-based permanent magnet alloy,7/16/02,16-Jul-02,6133,5,13,2,9,7,3
4004,6416884,https://www.google.com/patents/US6416884,Aluminium-magnesium weld filler alloy,7/9/02,9-Jul-02,6132,2,8,1,19,13,5
4005,6416879,https://www.google.com/patents/US6416879,Fe-based amorphous alloy thin strip and core produced using the same,7/9/02,9-Jul-02,6131,2,15,1,22,29,4
4006,6416710,https://www.google.com/patents/US6416710,High-strength aluminum alloy for pressure casting and cast aluminum alloy comprising the same,7/9/02,9-Jul-02,6130,4,2,1,3,7,8
4007,6416648,https://www.google.com/patents/US6416648,Method of manufacturing steel sheets coated with Zn-Fe alloy,7/9/02,9-Jul-02,6129,1,5,2,4,8,4
4008,6416598,https://www.google.com/patents/US6416598,Free machining aluminum alloy with high melting point machining constituent and method of use,7/9/02,9-Jul-02,6128,1,10,0,36,7,6
4009,6416596,https://www.google.com/patents/US6416596,Cast nickel-base alloy,7/9/02,9-Jul-02,6127,3,6,10,29,5,4
4010,6416571,https://www.google.com/patents/US6416571,Cyanide-free pyrophosphoric acid bath for use in copper-tin alloy plating,7/9/02,9-Jul-02,6126,3,6,0,39,9,6
4011,6413331,https://www.google.com/patents/US6413331,Aluminium alloy for use in a brazed assembly,7/2/02,2-Jul-02,6125,4,11,1,9,17,5
4012,6413294,https://www.google.com/patents/US6413294,"Process for imparting high strength, ductility, and toughness to tungsten heavy alloy (WHA) materials",7/2/02,2-Jul-02,6124,1,10,0,7,20,5
4013,6413284,https://www.google.com/patents/US6413284,Encapsulated lithium alloy electrodes having barrier layers,7/2/02,2-Jul-02,6123,3,21,7,181,34,5
4014,6412465,https://www.google.com/patents/US6412465,Ignition device having a firing tip formed from a yttrium-stabilized platinum-tungsten alloy,7/2/02,2-Jul-02,6122,2,34,0,38,9,8
4015,6409966,https://www.google.com/patents/US6409966,Free machining aluminum alloy containing bismuth or bismuth-tin for free machining and a method of use,6/25/02,25-Jun-02,6121,1,29,3,1,8,7
4016,6409906,https://www.google.com/patents/US6409906,Electroplating solution for plating antimony and antimony alloy coatings,6/25/02,25-Jun-02,6120,1,17,16,5,9,6
4017,6409852,https://www.google.com/patents/US6409852,Biocompatible low modulus titanium alloy for medical implant,6/25/02,25-Jun-02,6119,3,4,0,63,14,10
4018,6409849,https://www.google.com/patents/US6409849,Method of producing hydrogen-absorbing alloy for nickel-hydrogen alkaline storage cell,6/25/02,25-Jun-02,6118,1,5,0,1,29,8
4019,6409749,https://www.google.com/patents/US6409749,Aneurism patch including distributed activator for a two-dimensional shape memory alloy,6/25/02,25-Jun-02,6117,1,2,0,67,19,5
4020,6408840,https://www.google.com/patents/US6408840,Method and apparatus for cutting a rare earth alloy,6/25/02,25-Jun-02,6116,1,55,4,18,15,5
4021,6408591,https://www.google.com/patents/US6408591,Door beam of aluminum alloy,6/25/02,25-Jun-02,6115,3,31,0,26,7,4
4022,6406664,https://www.google.com/patents/US6406664,Silver germanium alloy,6/18/02,18-Jun-02,6114,1,9,0,19,4,7
4023,6406572,https://www.google.com/patents/US6406572,"Process for the production of a workpiece from a chromium alloy, and its use",6/18/02,18-Jun-02,6113,4,12,1,0,13,6
4024,6406571,https://www.google.com/patents/US6406571,Heat treatment of formed aluminum alloy products,6/18/02,18-Jun-02,6112,3,4,0,6,14,6
4025,6406568,https://www.google.com/patents/US6406568,18-karat green gold alloy compositions,6/18/02,18-Jun-02,6111,2,3,1,9,9,7
4026,6406567,https://www.google.com/patents/US6406567,Stress relieving of an age hardenable aluminium alloy product,6/18/02,18-Jun-02,6110,3,9,2,9,14,5
4027,6406566,https://www.google.com/patents/US6406566,"Copper-based alloy having shape memory properties and superelasticity, members made thereof and method for producing same",6/18/02,18-Jun-02,6109,3,3,1,20,15,6
4028,6404098,https://www.google.com/patents/US6404098,Drive unit using shape memory alloy,6/11/02,11-Jun-02,6108,2,8,0,177,7,7
4029,6403230,https://www.google.com/patents/US6403230,Method for preparing pre-coated aluminum alloy articles and articles prepared thereby,6/11/02,11-Jun-02,6107,1,31,3,41,31,3
4030,6403024,https://www.google.com/patents/US6403024,"Hydrogen pulverizer for rare-earth alloy magnetic material powder using the pulverizer, and method for producing magnet using the pulverizer",6/11/02,11-Jun-02,6106,3,9,0,24,12,6
4031,6402906,https://www.google.com/patents/US6402906,Sputtering alloy films using a crescent-shaped aperture,6/11/02,11-Jun-02,6105,3,10,12,21,14,5
4032,6402860,https://www.google.com/patents/US6402860,Aluminum alloy and method for manufacturing aluminum-alloy member,6/11/02,11-Jun-02,6104,4,18,1,16,14,4
4033,6402859,https://www.google.com/patents/US6402859,"´_-titanium alloy wire, method for its production and medical instruments made by said ´_-titanium alloy wire",6/11/02,11-Jun-02,6103,5,16,1,45,32,7
4034,6402761,https://www.google.com/patents/US6402761,Retrieval device made of precursor alloy cable,6/11/02,11-Jun-02,6102,1,14,0,29,10,4
4035,6401796,https://www.google.com/patents/US6401796,Composite aluminum alloy scroll machine components,6/11/02,11-Jun-02,6101,2,20,8,1,8,5
4036,6401779,https://www.google.com/patents/US6401779,"Tire with zero-degree, metal reinforcing strap made of a shape-memory alloy",6/11/02,11-Jun-02,6100,3,9,7,15,18,5
4037,6401323,https://www.google.com/patents/US6401323,Method of producing welded Cu and Cu alloy pipes,6/11/02,11-Jun-02,6099,3,4,0,9,23,5
4038,6400552,https://www.google.com/patents/US6400552,Capacitor with conductively doped Si-Ge alloy electrode,6/4/02,4-Jun-02,6098,4,100,16,11,18,6
4039,6400026,https://www.google.com/patents/US6400026,Semiconductor device with the copper containing aluminum alloy bond pad on an active region,6/4/02,4-Jun-02,6097,3,15,0,20,41,6
4040,6399020,https://www.google.com/patents/US6399020,Aluminum-silicon alloy having improved properties at elevated temperatures and articles cast therefrom,6/4/02,4-Jun-02,6096,2,3,8,9,16,5
4041,6398855,https://www.google.com/patents/US6398855,Method for depositing copper or a copper alloy,6/4/02,4-Jun-02,6095,2,9,2,33,21,4
4042,6398843,https://www.google.com/patents/US6398843,Dispersion-strengthened aluminium alloy,6/4/02,4-Jun-02,6094,1,8,2,85,14,6
4043,6395424,https://www.google.com/patents/US6395424,"Hydrogen absorbing alloy for alkali storage battery, hydrogen absorbing alloy electrode for alkali storage battery, and alkali storage battery",5/28/02,28-May-02,6093,8,5,0,1,14,6
4044,6395224,https://www.google.com/patents/US6395224,Magnesium alloy and method of producing the same,5/28/02,28-May-02,6092,3,5,2,14,21,4
4045,6395111,https://www.google.com/patents/US6395111,Aluminum-based alloy and method for subjecting it to heat treatment,5/28/02,28-May-02,6091,12,12,0,5,15,5
4046,6395110,https://www.google.com/patents/US6395110,"Copper-based alloy excelling in corrosion resistance, method for production thereof, and products made of the copper-based alloy",5/28/02,28-May-02,6090,3,8,0,9,8,4
4047,6395045,https://www.google.com/patents/US6395045,"Hard material titanium carbide based alloy, method for the production and use thereof",5/28/02,28-May-02,6089,2,11,3,3,23,4
4048,6391929,https://www.google.com/patents/US6391929,Process for synthesizing hydrocarbons from synthesis gas in the presence of a raney metal alloy disperded in a liquid phase,5/21/02,21-May-02,6088,3,3,1,8,20,7
4049,6391450,https://www.google.com/patents/US6391450,"Spindle-shaped goethite particles, spindle-shaped hematite particles, spindle-shaped magnetic iron-based alloy particles, and process for producing the same",5/21/02,21-May-02,6087,2,10,1,9,25,5
4050,6391254,https://www.google.com/patents/US6391254,Fe-Cr-Ni alloy for electron gun electrodes,5/21/02,21-May-02,6086,1,5,0,5,16,9
4051,6391129,https://www.google.com/patents/US6391129,Aluminium extrusion alloy,5/21/02,21-May-02,6085,4,11,1,9,12,4
4052,6391127,https://www.google.com/patents/US6391127,Method of manufacturing aluminum alloy sheet,5/21/02,21-May-02,6084,4,2,0,19,12,6
4053,6390878,https://www.google.com/patents/US6390878,Shape memory alloy actuators for toy vehicles,5/21/02,21-May-02,6083,3,10,0,58,7,5
4054,6387805,https://www.google.com/patents/US6387805,Copper alloy seed layer for copper metallization,5/14/02,14-May-02,6082,5,7,5,57,55,4
4055,6387540,https://www.google.com/patents/US6387540,"Sacrificial corrosion-protective aluminum alloy for heat exchangers, high corrosion-resistant aluminum alloy composite material for heat exchangers, and heat exchanger using the said composite material",5/14/02,14-May-02,6081,2,16,0,18,28,6
4056,6387536,https://www.google.com/patents/US6387536,A1 alloy thin film for semiconductor device electrode and sputtering target to deposit A1 film by sputtering process for semiconductor device electrode,5/14/02,14-May-02,6080,2,11,9,8,27,6
4057,6387229,https://www.google.com/patents/US6387229,Alloy plating,5/14/02,14-May-02,6079,1,19,0,8,7,5
4058,6387198,https://www.google.com/patents/US6387198,Process for producing aluminum alloy substrate for lithographic printing plate,5/14/02,14-May-02,6078,6,12,0,6,12,5
4059,6387196,https://www.google.com/patents/US6387196,Process for producing particle-reinforced titanium alloy,5/14/02,14-May-02,6077,4,9,1,10,19,4
4060,6387148,https://www.google.com/patents/US6387148,Hydrogen absorbing alloy compact for use as the negative electrode of an alkaline rechargeable battery,5/14/02,14-May-02,6076,3,22,1,9,14,5
4061,6386950,https://www.google.com/patents/US6386950,Process for mechanical chemical polishing of layer of aluminium or aluminium alloy conducting material,5/14/02,14-May-02,6075,3,10,3,6,17,6
4062,6385230,https://www.google.com/patents/US6385230,Homogeneous electrode of a reactive metal alloy for vacuum arc remelting and a method for making the same from a plurality of induction melted charges,5/7/02,7-May-02,6074,1,18,0,3,8,5
4063,6383314,https://www.google.com/patents/US6383314,Aluminum alloy sheet having high ultimate tensile strength and methods for making the same,5/7/02,7-May-02,6073,2,22,1,8,6,4
4064,6383312,https://www.google.com/patents/US6383312,Nickel base alloy,5/7/02,7-May-02,6072,5,11,0,4,11,8
4065,6381830,https://www.google.com/patents/US6381830,"Method for cutting rare earth alloy, method for manufacturing rare earth alloy plates and method for manufacturing rare earth alloy magnets using wire saw, and voice coil motor",5/7/02,7-May-02,6071,2,39,1,22,28,5
4066,6379611,https://www.google.com/patents/US6379611,"High strength, low alloy, heat resistant steel",4/30/02,30-Apr-02,6070,6,11,0,21,26,4
4067,6379478,https://www.google.com/patents/US6379478,Copper based alloy featuring precipitation hardening and solid-solution hardening,4/30/02,30-Apr-02,6069,2,11,1,4,8,9
4068,6379477,https://www.google.com/patents/US6379477,Fe-Cr-Ni alloy for electron gun electrodes and Fe-Cr-Ni alloy sheet for electron gun electrodes,4/30/02,30-Apr-02,6068,1,9,0,4,24,8
4069,6378601,https://www.google.com/patents/US6378601,Hydrogen cooled hydrogen storage unit having a high packing density of storage alloy and encapsulation,4/30/02,30-Apr-02,6067,2,10,0,21,21,5
4070,RE37666,https://www.google.com/patents/USRE37666,Iron-based permanent magnets and their fabrication as well as iron-based permanent magnet alloy powders for permanent bonded magnets and iron-based bonded magnets,4/23/02,23-Apr-02,6066,2,4,1,7,18,3
4071,6375895,https://www.google.com/patents/US6375895,"Hardfacing alloy, methods, and products",4/23/02,23-Apr-02,6065,1,9,0,85,19,11
4072,6375767,https://www.google.com/patents/US6375767,Aluminium alloy and extrusion,4/23/02,23-Apr-02,6064,3,4,3,3,11,6
4073,6375766,https://www.google.com/patents/US6375766,Nickel-base alloy and article manufactured thereof,4/23/02,23-Apr-02,6063,1,1,1,4,13,5
4074,6375708,https://www.google.com/patents/US6375708,Alloy for electrical contacts and electrodes and method of making,4/23/02,23-Apr-02,6062,5,7,27,8,41,7
4075,6375638,https://www.google.com/patents/US6375638,Incremental motion pump mechanisms powered by shape memory alloy wire or the like,4/23/02,23-Apr-02,6061,3,8,2,389,13,5
4076,6374608,https://www.google.com/patents/US6374608,Shape memory alloy wire actuator,4/23/02,23-Apr-02,6060,2,11,0,74,7,11
4077,6372365,https://www.google.com/patents/US6372365,Resin-coated Al-Zn alloy coated steel sheet,4/16/02,16-Apr-02,6059,5,3,0,0,18,9
4078,6372181,https://www.google.com/patents/US6372181,"Low cost, corrosion and heat resistant alloy for diesel engine valves",4/16/02,16-Apr-02,6058,2,12,4,14,14,10
4079,6372117,https://www.google.com/patents/US6372117,Bright tin-copper alloy electroplating solution,4/16/02,16-Apr-02,6057,1,10,0,10,10,4
4080,6372115,https://www.google.com/patents/US6372115,Process for anodizing Si-based aluminum alloy,4/16/02,16-Apr-02,6056,2,3,0,20,26,7
4081,6372104,https://www.google.com/patents/US6372104,Cobalt base alloy sputtering target with high magnetic field penetration,4/16/02,16-Apr-02,6055,2,11,2,11,11,11
4082,6372059,https://www.google.com/patents/US6372059,Hydrogen storage alloy and method for preparation thereof,4/16/02,16-Apr-02,6054,5,10,0,7,11,4
4083,6372058,https://www.google.com/patents/US6372058,"Semi-tension mask of low-expansion Fe-Ni alloy, and color picture tube using the mask",4/16/02,16-Apr-02,6053,1,4,0,4,18,5
4084,6372057,https://www.google.com/patents/US6372057,Steel alloy railway wheels,4/16/02,16-Apr-02,6052,2,4,15,22,12,4
4085,6371361,https://www.google.com/patents/US6371361,"Soldering alloy, cream solder and soldering method",4/16/02,16-Apr-02,6051,2,30,0,13,9,6
4086,6371261,https://www.google.com/patents/US6371261,Molybdenum alloy elevator safety brakes,4/16/02,16-Apr-02,6050,9,15,2,23,12,4
4087,6371165,https://www.google.com/patents/US6371165,Dynamic alloy wire valve for a multimedia linked scent delivery system,4/16/02,16-Apr-02,6049,1,29,4,5,13,3
4088,6371030,https://www.google.com/patents/US6371030,Training projectile using shape memory alloy members,4/16/02,16-Apr-02,6048,2,5,0,21,5,5
4089,6369347,https://www.google.com/patents/US6369347,Aluminum alloy sheet for spot welding,4/9/02,9-Apr-02,6047,6,10,3,20,6,8
4090,6368429,https://www.google.com/patents/US6368429,Method of manufacturing zirconium alloy tubes,4/9/02,9-Apr-02,6046,9,8,3,1,11,8
4091,6368377,https://www.google.com/patents/US6368377,Tungsten carbide nickel-chromium alloy hard member and tools using the same,4/9/02,9-Apr-02,6045,3,18,50,32,10,3
4092,6368376,https://www.google.com/patents/US6368376,Process for making oxide dispersion-strengthened tungsten heavy alloy by mechanical alloying,4/9/02,9-Apr-02,6044,2,8,1,6,18,6
4093,6367683,https://www.google.com/patents/US6367683,Solder braze alloy,4/9/02,9-Apr-02,6043,3,18,1,32,20,7
4094,6367253,https://www.google.com/patents/US6367253,Shape memory alloy actuators for aircraft landing gear,4/9/02,9-Apr-02,6042,1,17,0,25,7,6
4095,6367250,https://www.google.com/patents/US6367250,Shape memory alloy actuator,4/9/02,9-Apr-02,6041,1,12,0,17,18,5
4096,6365097,https://www.google.com/patents/US6365097,Solder alloy,4/2/02,2-Apr-02,6040,3,6,2,34,5,4
4097,6364970,https://www.google.com/patents/US6364970,Diecasting alloy,4/2/02,2-Apr-02,6039,3,10,9,28,9,4
4098,6364969,https://www.google.com/patents/US6364969,6XXX series aluminium alloy,4/2/02,2-Apr-02,6038,1,11,1,9,15,3
4099,6364496,https://www.google.com/patents/US6364496,Shape memory alloy rearview mirror,4/2/02,2-Apr-02,6037,3,7,0,38,7,5
4100,6362526,https://www.google.com/patents/US6362526,Alloy barrier layers for semiconductors,3/26/02,26-Mar-02,6036,2,9,1,32,24,4
4101,6361882,https://www.google.com/patents/US6361882,High-strength aluminum alloy clad material for heat exchangers exhibiting excellent corrosion resistance,3/26/02,26-Mar-02,6035,3,1,0,11,28,4
4102,6361877,https://www.google.com/patents/US6361877,Thermal spray material comprising Al-Si alloy powder and a structure having a coating of the same,3/26/02,26-Mar-02,6034,3,9,0,10,19,4
4103,6361742,https://www.google.com/patents/US6361742,Solder alloy composition,3/26/02,26-Mar-02,6033,3,2,0,12,8,3
4104,6361741,https://www.google.com/patents/US6361741,Brazeable 6XXX alloy with B-rated or better machinability,3/26/02,26-Mar-02,6032,4,13,0,6,9,5
4105,6361626,https://www.google.com/patents/US6361626,Solder alloy and soldered bond,3/26/02,26-Mar-02,6031,5,1,0,13,14,4
4106,6359384,https://www.google.com/patents/US6359384,Organic electroluminescent device with electron injecting electrode containing ALLi alloy,3/19/02,19-Mar-02,6030,5,11,0,16,9,4
4107,6358840,https://www.google.com/patents/US6358840,Forming and filling a recess in interconnect with alloy to minimize electromigration,3/19/02,19-Mar-02,6029,2,2,0,20,20,4
4108,6358647,https://www.google.com/patents/US6358647,"Hydrogen absorbing alloy electrode, method of fabricating hydrogen absorbing alloy electrode, and alkali secondary battery",3/19/02,19-Mar-02,6028,7,4,0,2,7,5
4109,6358628,https://www.google.com/patents/US6358628,Slide member made of an aluminum alloy,3/19/02,19-Mar-02,6027,4,19,3,3,21,5
4110,6358380,https://www.google.com/patents/US6358380,Production of binary shape-memory alloy films by sputtering using a hot pressed target,3/19/02,19-Mar-02,6026,6,4,10,39,8,5
4111,6358338,https://www.google.com/patents/US6358338,"Process for manufacturing strip made of an iron-carbon-manganese alloy, and strip thus produced",3/19/02,19-Mar-02,6025,3,9,3,60,18,6
4112,6358336,https://www.google.com/patents/US6358336,Heat resistance Cr-Mo alloy steel,3/19/02,19-Mar-02,6024,1,13,1,8,33,5
4113,6355857,https://www.google.com/patents/US6355857,Metal alloy treatment process for radioactive waste,3/12/02,12-Mar-02,6023,1,8,0,36,10,11
4114,6355558,https://www.google.com/patents/US6355558,"Metallization structure, and associated method, to improve crystallographic texture and cavity fill for CVD aluminum/PVD aluminum alloy films",3/12/02,12-Mar-02,6022,2,4,1,76,23,3
4115,6355380,https://www.google.com/patents/US6355380,Solid polymer alloy electrolyte in homogeneous state and having a monolayered structure,3/12/02,12-Mar-02,6021,6,11,3,29,29,6
4116,6355361,https://www.google.com/patents/US6355361,Fe group-based amorphous alloy ribbon and magnetic marker,3/12/02,12-Mar-02,6020,4,14,6,18,24,7
4117,6355212,https://www.google.com/patents/US6355212,Alloy for corrosion-resistant coatings or surface coatings,3/12/02,12-Mar-02,6019,1,8,0,4,50,4
4118,6355119,https://www.google.com/patents/US6355119,Heat treatment method for producing boundary-layer hardened long products and flat products of unalloyed or low-alloy steel,3/12/02,12-Mar-02,6018,2,2,0,8,21,4
4119,6355090,https://www.google.com/patents/US6355090,Method of manufacturing aluminum alloy for flattening material and aluminum alloy flattening material for automobiles,3/12/02,12-Mar-02,6017,3,6,2,11,20,7
4120,6355089,https://www.google.com/patents/US6355089,Process for the manufacture of carbon or low-alloy steel with improved machinability,3/12/02,12-Mar-02,6016,2,10,2,1,16,5
4121,6354825,https://www.google.com/patents/US6354825,Helical blade fluid compressor having an aluminum alloy rotating member,3/12/02,12-Mar-02,6015,10,15,3,13,9,5
4122,6354566,https://www.google.com/patents/US6354566,Live loaded valve stem packing with shape memory alloy option,3/12/02,12-Mar-02,6014,2,7,0,4,6,5
4123,6354358,https://www.google.com/patents/US6354358,Continuous casting mold with tungsten alloy plating and method of producing the same,3/12/02,12-Mar-02,6013,1,18,0,10,11,4
4124,6354001,https://www.google.com/patents/US6354001,Method of manufacturing a Ti alloy poppet value,3/12/02,12-Mar-02,6012,1,8,0,13,27,4
4125,6352671,https://www.google.com/patents/US6352671,Aluminum alloy,3/5/02,5-Mar-02,6011,2,6,0,2,6,10
4126,6352598,https://www.google.com/patents/US6352598,Rare-earth alloy powder pressing apparatus and rare-earth alloy powder pressing method,3/5/02,5-Mar-02,6010,3,3,1,7,12,5
4127,6352597,https://www.google.com/patents/US6352597,Method for producing a magnetic alloy powder,3/5/02,5-Mar-02,6009,7,5,2,2,16,5
4128,6352099,https://www.google.com/patents/US6352099,Aluminum alloy die casting method,3/5/02,5-Mar-02,6008,5,4,0,4,14,7
4129,RE37562,https://www.google.com/patents/USRE37562,Turbine system having more failure resistant rotors and repair welding of low alloy ferrous turbine components by controlled weld build-up,2/26/02,26-Feb-02,6007,2,42,5,28,33,2
4130,6350532,https://www.google.com/patents/US6350532,Aluminum alloy composition and method of manufacture,2/26/02,26-Feb-02,6006,4,8,1,4,23,18
4131,6350408,https://www.google.com/patents/US6350408,Alloy of AuZn AuCu or ZnCu,2/26/02,26-Feb-02,6005,3,9,30,12,18,4
4132,6350324,https://www.google.com/patents/US6350324,Soft magnetic alloy,2/26/02,26-Feb-02,6004,3,8,0,7,16,5
4133,6350323,https://www.google.com/patents/US6350323,High permeability metal glassy alloy for high frequencies,2/26/02,26-Feb-02,6003,2,7,1,21,18,7
4134,6348431,https://www.google.com/patents/US6348431,Method for low temperature preparation of a noble metal alloy,2/19/02,19-Feb-02,6002,2,11,3,22,11,5
4135,6348114,https://www.google.com/patents/US6348114,Copper alloy and sliding bearing having improved seizure resistance,2/19/02,19-Feb-02,6001,4,7,0,10,21,3
4136,6348111,https://www.google.com/patents/US6348111,Method for producing Fe_‹ÓNi alloy,2/19/02,19-Feb-02,6000,2,8,0,0,15,6
4137,6348079,https://www.google.com/patents/US6348079,Sintered alloy having a wear resistance for a valve seat and method of producing the same,2/19/02,19-Feb-02,5999,1,8,0,2,16,4
4138,6347860,https://www.google.com/patents/US6347860,Printer head using shape memory alloy and method for manufacturing the same,2/19/02,19-Feb-02,5998,1,2,0,2,22,6
4139,6344295,https://www.google.com/patents/US6344295,Zinc alloy powder for use in rechargeable cells,2/5/02,5-Feb-02,5997,1,26,4,17,12,5
4140,6344171,https://www.google.com/patents/US6344171,Copper alloy for electrical or electronic parts,2/5/02,5-Feb-02,5996,1,24,0,2,5,4
